Name,Team,Number,Year
Dana Barros,BOS,13,2004
Kelvin Cato,HOU,13,2004
Doug Christie,SAC,13,2004
Keon Clark,UTA,13,2004
Derrick Dial,ORL,13,2004
Kendall Gill,CHI,13,2004
Jerome James,SEA,13,2004
Mike James,BOS,13,2004
Nazr Mohammed,NYK,13,2004
Steve Nash,DAL,13,2004
Mehmet Okur,DET,13,2004
Michael Stewart,CLE,13,2004
Jerome Williams,TOR,13,2004
Mengke Bateer,TOR,14,2004
Predrag Drobnjak,LAC,14,2004
Antonio McDyess,PHO,14,2004
Stanislav Medvedenko,LAL,14,2004
Eduardo Nájera,DAL,14,2004
Ira Newble,CLE,14,2004
Cezary Trybański,NYK,14,2004
Hedo Türkoğlu,SAS,14,2004
Carmelo Anthony,DEN,15,2004
Vince Carter,TOR,15,2004
Hiram Fuller,ATL,15,2004
Matt Harpring,UTA,15,2004
Darrick Martin,MIN,15,2004
Jannero Pargo,CHI,15,2004
Daniel Santiago,MIL,15,2004
Cezary Trybański,PHO,15,2004
Wang Zhizhi,MIA,15,2004
Pau Gasol,MEM,16,2004
Troy Hudson,MIN,16,2004
Peja Stojaković,SAC,16,2004
Wang Zhizhi,LAC,16,2004
Bryce Drew,NOH,17,2004
Rick Fox,LAL,17,2004
Charlie Ward,SAS,17,2004
,,18,2004
Raja Bell,UTA,19,2004
Sam Cassell,MIN,19,2004
Damon Jones,MIL,19,2004
Jon Barry,DEN,20,2004
Ronald Dupree,CHI,20,2004
Manu Ginóbili,SAS,20,2004
Allan Houston,NYK,20,2004
Larry Hughes,WAS,20,2004
Marko Jarić,LAC,20,2004
Fred Jones,IND,20,2004
Jumaine Jones,BOS,20,2004
Gary Payton,LAL,20,2004
Kirk Penney,MIA,20,2004
Eric Snow,PHI,20,2004
Erick Strickland,MIL,20,2004
Gary Trent,MIN,20,2004
Alvin Williams,TOR,20,2004
Robert Archibald,PHO,21,2004
Torraye Braggs,WAS,21,2004
Greg Buckner,PHI,21,2004
Vlade Divac,SAC,21,2004
Tim Duncan,SAS,21,2004
Marcus Fizer,CHI,21,2004
Danny Fortson,DAL,21,2004
Kevin Garnett,MIN,21,2004
Jim Jackson,HOU,21,2004
Sean Lampley,GSW,21,2004
Jamaal Magloire,NOH,21,2004
Darius Miles,CLE,21,2004
Lamond Murray,TOR,21,2004
Ruben Patterson,POR,21,2004
Kareem Rush,LAL,21,2004
Brian Scalabrine,NJN,21,2004
Bobby Simmons,LAC,21,2004
Charlie Ward,NYK,21,2004
Matt Barnes,LAC,22,2004
Curtis Borchardt,UTA,22,2004
Reece Gaines,ORL,22,2004
Dion Glover,TOR,22,2004
Brevin Knight,WAS,22,2004
Ronald Murray,SEA,22,2004
Tayshaun Prince,DET,22,2004
Michael Redd,MIL,22,2004
Nikoloz Tskitishvili,DEN,22,2004
John Wallace,MIA,22,2004
Metta World,IND,23,2004
Devin Brown,SAS,23,2004
Marcus Camby,DEN,23,2004
Trenton Hassell,MIN,23,2004
Casey Jacobsen,PHO,23,2004
LeBron James,CLE,23,2004
Darius Miles,POR,23,2004
Jason Richardson,GSW,23,2004
Jerome Beasley,MIA,24,2004
Jonathan Bender,IND,24,2004
Tremaine Fowlkes,DET,24,2004
Richie Frahm,SEA,24,2004
Tom Gugliotta,PHO,24,2004
Jarvis Hayes,WAS,24,2004
Bobby Jackson,SAC,24,2004
Richard Jefferson,NJN,24,2004
Jason Kapono,CLE,24,2004
Quincy Lewis,MIN,24,2004
Raül López,UTA,24,2004
Jamal Mashburn,NOH,24,2004
Desmond Mason,MIL,24,2004
Andre Miller,DEN,24,2004
Doug Overton,LAC,24,2004
Morris Peterson,TOR,24,2004
Qyntel Woods,POR,24,2004
Erick Dampier,GSW,25,2004
Marc Jackson,PHI,25,2004
Moochie Norris,NYK,25,2004
Travis Outlaw,POR,25,2004
Darius Songaila,SAC,25,2004
Earl Watson,MEM,25,2004
Mo Williams,UTA,25,2004
Kyle Korver,PHI,26,2004
Desmond Penigar,ORL,26,2004
Primož Brezec,IND,27,2004
Zaza Pachulia,ORL,27,2004
Kaniel Dickens,POR,28,2004
Slavko Vraneš,POR,29,2004
Mike Wilks,HOU,29,2004
Carlos Arroyo,UTA,30,2004
Mark Blount,BOS,30,2004
Reggie Evans,SEA,30,2004
Dahntay Jones,MEM,30,2004
Kerry Kittles,NJN,30,2004
Maciej Lampe,PHO,30,2004
Olden Polynice,LAC,30,2004
Rasheed Wallace,POR,30,2004
Clarence Weatherspoon,HOU,30,2004
David West,NOH,30,2004
Frank Williams,NYK,30,2004
Brent Barry,SEA,31,2004
Shane Battier,MEM,31,2004
Damone Brown,NJN,31,2004
Matt Carroll,POR,31,2004
Jarron Collins,UTA,31,2004
Ricky Davis,CLE,31,2004
Adonal Foyle,GSW,31,2004
Nenê Hilário,DEN,31,2004
Mark Jackson,HOU,31,2004
Britton Johnsen,ORL,31,2004
Shawn Marion,PHO,31,2004
Roger Mason,TOR,31,2004
Darko Miličić,DET,31,2004
Reggie Miller,IND,31,2004
Glenn Robinson,PHI,31,2004
Malik Rose,SAS,31,2004
Jamal Sampson,LAL,31,2004
Rod Strickland,ORL,31,2004
Jason Terry,ATL,31,2004
Ryan Bowen,DEN,32,2004
Torraye Braggs,HOU,32,2004
Rodney Buford,SAC,32,2004
Mitchell Butler,WAS,32,2004
Boris Diaw,ATL,32,2004
Richard Hamilton,DET,32,2004
Othella Harrington,NYK,32,2004
Tyrone Hill,MIA,32,2004
Fred Hoiberg,MIN,32,2004
Chris Jefferies,TOR,32,2004
Jelani McCoy,CLE,32,2004
Eddie Robinson,CHI,32,2004
Amar'e Stoudemire,PHO,32,2004
Shareef Abdur-Rahim,POR,33,2004
Michael Bradley,TOR,33,2004
Antonio Daniels,SEA,33,2004
Antonio Davis,TOR,33,2004
Willie Green,PHI,33,2004
Brendan Haywood,WAS,33,2004
Antawn Jamison,DAL,33,2004
James Jones,IND,33,2004
Ron Mercer,SAS,33,2004
Mike Miller,MEM,33,2004
Alonzo Mourning,NJN,33,2004
Charles Oakley,HOU,33,2004
Scottie Pippen,CHI,33,2004
Ray Allen,SEA,34,2004
Robert Archibald,TOR,34,2004
Antonio Davis,CHI,34,2004
Dale Davis,POR,34,2004
Mike Dunleavy,GSW,34,2004
Steven Hunter,ORL,34,2004
Tony Massenburg,SAC,34,2004
Antonio McDyess,NYK,34,2004
Mamadou N'Diaye,DAL,34,2004
Michael Olowokandi,MIN,34,2004
Shaquille O'Neal,LAL,34,2004
Paul Pierce,BOS,34,2004
Robert Traylor,NOH,34,2004
Aaron Williams,NJN,34,2004
Corliss Williamson,DET,34,2004
Malik Allen,MIA,35,2004
Lonny Baxter,WAS,35,2004
Brian Cardinal,GSW,35,2004
Jason Collins,NJN,35,2004
Chris Kaman,LAC,35,2004
Mark Madsen,MIN,35,2004
Tracy Murray,POR,35,2004
Scott Padgett,HOU,35,2004
Leon Smith,SEA,35,2004
Clarence Weatherspoon,NYK,35,2004
Etan Thomas,WAS,36,2004
Rasheed Wallace,ATL,36,2004
Nick Van,GSW,37,2004
,,38,2004
Željko Rebrača,DET,39,2004
Calbert Cheaney,GSW,40,2004
Jason Collier,ATL,40,2004
Udonis Haslem,MIA,40,2004
Ryan Humphrey,MEM,40,2004
Ervin Johnson,MIN,40,2004
Kurt Thomas,NYK,40,2004
Elden Campbell,DET,41,2004
Dirk Nowitzki,DAL,41,2004
Mark Pope,DEN,41,2004
James Posey,MEM,41,2004
Glen Rice,LAC,41,2004
Bruno Šundov,NYK,41,2004
Vin Baker,NYK,42,2004
Mengke Bateer,TOR,42,2004
Elton Brand,LAC,42,2004
P.J. Brown,NOH,42,2004
Tom Gugliotta,UTA,42,2004
Zendon Hamilton,PHI,42,2004
Donyell Marshall,TOR,42,2004
Theo Ratliff,POR,42,2004
Jerry Stackhouse,WAS,42,2004
Kevin Willis,SAS,42,2004
Scott Williams,DAL,42,2004
Lorenzen Wright,MEM,42,2004
Corie Blount,CHI,43,2004
Kendrick Perkins,BOS,43,2004
Jake Voskuhl,PHO,43,2004
Corie Blount,TOR,44,2004
Ruben Boumtje-Boumtje,POR,44,2004
Shawn Bradley,DAL,44,2004
Derrick Coleman,PHI,44,2004
Austin Croshere,IND,44,2004
Hubert Davis,NJN,44,2004
Ndudi Ebi,MIN,44,2004
Brian Grant,MIA,44,2004
Ben Handlogten,UTA,44,2004
Alan Henderson,ATL,44,2004
Christian Laettner,WAS,44,2004
Cherokee Parks,GSW,44,2004
Keith Van,MIL,44,2004
Jiří Welsch,BOS,44,2004
Rasual Butler,MIA,45,2004
Paul Grant,UTA,45,2004
Raef LaFrentz,BOS,45,2004
Mikki Moore,NJN,45,2004
Bo Outlaw,MEM,45,2004
Sean Rooks,ORL,45,2004
Paul Shirley,CHI,45,2004
,,46,2004
Andrei Kirilenko,UTA,47,2004
Scott Williams,PHO,47,2004
,,48,2004
Shandon Anderson,NYK,49,2004
Dan Gadzuric,MIL,50,2004
Corey Maggette,LAC,50,2004
Zach Randolph,POR,50,2004
Mike Sweetney,NYK,50,2004
Michael Doleac,NYK,51,2004
Michael Ruffin,UTA,51,2004
Calvin Booth,SEA,52,2004
DeSagana Diop,CLE,52,2004
Brad Miller,SAC,52,2004
Eric Piatkowski,HOU,52,2004
Samaki Walker,MIA,52,2004
,,53,2004
Horace Grant,LAL,54,2004
Popeye Jones,GSW,54,2004
Mikki Moore,UTA,54,2004
Lee Nailon,CLE,54,2004
Rodney Rogers,NJN,54,2004
Brian Skinner,MIL,54,2004
Chris Wilcox,LAC,54,2004
Andrew DeClercq,ORL,55,2004
Dikembe Mutombo,NYK,55,2004
Jabari Smith,SAC,55,2004
Jahidi White,WAS,55,2004
Eric Williams,CLE,55,2004
Francisco Elson,DEN,56,2004
Brandon Hunter,BOS,56,2004
,,57,2004
,,58,2004
,,59,2004
,,60,2004
,,61,2004
Scot Pollard,IND,62,2004
,,63,2004
,,64,2004
,,65,2004
,,66,2004
,,67,2004
,,68,2004
,,69,2004
,,70,2004
,,71,2004
,,72,2004
,,73,2004
,,74,2004
,,75,2004
,,76,2004
Vladimir Radmanović,SEA,77,2004
,,78,2004
,,79,2004
,,80,2004
,,81,2004
,,82,2004
,,83,2004
,,84,2004
,,85,2004
,,86,2004
,,87,2004
,,88,2004
,,89,2004
,,90,2004
,,91,2004
,,92,2004
,,93,2004
,,94,2004
,,95,2004
,,96,2004
,,97,2004
,,98,2004
,,99,2004
Gilbert Arenas,WAS,0,2005
Lionel Chalmers,LAC,0,2005
Walter McCarty,PHO,0,2005
Jeff McInnis,CLE,0,2005
Theron Smith,CHA,0,2005
Derek Anderson,POR,1,2005
Chauncey Billups,DET,1,2005
Antonio Burks,MEM,1,2005
Caron Butler,LAL,1,2005
Josh Childress,ATL,1,2005
Doug Christie,ORL,1,2005
Omar Cook,TOR,1,2005
Samuel Dalembert,PHI,1,2005
Baron Davis,NOH,1,2005
Dion Glover,SAS,1,2005
Anfernee Hardaway,NYK,1,2005
Jason Hart,CHA,1,2005
Stephen Jackson,IND,1,2005
Jared Jeffries,WAS,1,2005
Voshon Lenard,DEN,1,2005
Tracy McGrady,HOU,1,2005
Ron Mercer,NJN,1,2005
Troy Murphy,GSW,1,2005
Smush Parker,PHO,1,2005
Yuta Tabuse,PHO,1,2005
Dorell Wright,MIA,1,2005
Stacey Augmon,ORL,2,2005
Steve Blake,WAS,2,2005
Jamison Brewer,NYK,2,2005
Rodney Buford,NJN,2,2005
Eddy Curry,CHI,2,2005
Dan Dickau,NOH,2,2005
Melvin Ely,CHA,2,2005
Marcus Haislip,IND,2,2005
Joe Johnson,PHO,2,2005
Randy Livingston,UTA,2,2005
Anthony Miller,ATL,2,2005
Nazr Mohammed,SAS,2,2005
Mickaël Piétrus,GSW,2,2005
Maurice Taylor,NYK,2,2005
Keith Van,DAL,2,2005
Dajuan Wagner,CLE,2,2005
Jason Williams,MEM,2,2005
Lonny Baxter,NOH,3,2005
Tyson Chandler,CHI,3,2005
Juan Dixon,WAS,3,2005
Tremaine Fowlkes,IND,3,2005
Steve Francis,ORL,3,2005
Devean George,LAL,3,2005
Al Harrington,ATL,3,2005
Allen Iverson,PHI,3,2005
DerMarr Johnson,DEN,3,2005
Stephon Marbury,NYK,3,2005
Cuttino Mobley,SAC,3,2005
Sasha Pavlović,CLE,3,2005
Quentin Richardson,PHO,3,2005
Clifford Robinson,GSW,3,2005
Glenn Robinson,SAS,3,2005
Kirk Snyder,UTA,3,2005
Damon Stoudamire,POR,3,2005
Bob Sura,HOU,3,2005
Dwyane Wade,MIA,3,2005
Ben Wallace,DET,3,2005
Gerald Wallace,CHA,3,2005
Rodney White,GSW,3,2005
Loren Woods,TOR,3,2005
Maurice Baker,POR,4,2005
Tony Battie,ORL,4,2005
Chris Bosh,TOR,4,2005
Geno Carlisle,POR,4,2005
Nick Collison,SEA,4,2005
Michael Finley,DAL,4,2005
Derek Fisher,GSW,4,2005
Reece Gaines,HOU,4,2005
Eddie Gill,IND,4,2005
Andre Iguodala,PHI,4,2005
Antawn Jamison,WAS,4,2005
Sean Marks,SAS,4,2005
Kareem Rush,CHA,4,2005
Stromile Swift,MEM,4,2005
Jackson Vroman,PHO,4,2005
Luke Walton,LAL,4,2005
Chris Webber,SAC,4,2005
David Wesley,NOH,4,2005
Carlos Boozer,UTA,5,2005
Kedrick Brown,PHI,5,2005
Kwame Brown,WAS,5,2005
Tierre Brown,LAL,5,2005
Speedy Claxton,NOH,5,2005
Baron Davis,GSW,5,2005
Keyon Dooling,MIA,5,2005
Maurice Evans,SAC,5,2005
Anthony Goldwire,MIL,5,2005
Robert Horry,SAS,5,2005
Eddie House,MIL,5,2005
Josh Howard,DAL,5,2005
Juwan Howard,HOU,5,2005
Horace Jenkins,DET,5,2005
Jason Kidd,NJN,5,2005
Cuttino Mobley,ORL,5,2005
Andrés Nocioni,CHI,5,2005
Jalen Rose,TOR,5,2005
Ansu Sesay,GSW,5,2005
Ha Seung-Jin,POR,5,2005
Josh Smith,ATL,5,2005
Tim Thomas,NYK,5,2005
Rodney White,DEN,5,2005
Travis Best,NJN,6,2005
Marquis Daniels,DAL,6,2005
Howard Eisley,UTA,6,2005
Luis Flores,GSW,6,2005
Junior Harrington,NOH,6,2005
Eddie Jones,MIA,6,2005
Kenyon Martin,DEN,6,2005
Jérôme Moïso,TOR,6,2005
James Thomas,ATL,6,2005
Bonzi Wells,MEM,6,2005
Kenny Anderson,LAC,7,2005
Michael Bradley,ORL,7,2005
Primož Brezec,CHA,7,2005
Greg Buckner,DEN,7,2005
Anthony Carter,MIN,7,2005
Anthony Goldwire,DET,7,2005
Ben Gordon,CHI,7,2005
Tom Gugliotta,BOS,7,2005
Al Jefferson,BOS,7,2005
Mark Jones,ORL,7,2005
Toni Kukoč,MIL,7,2005
Rashard Lewis,SEA,7,2005
Jérôme Moïso,NJN,7,2005
Lamar Odom,LAL,7,2005
Jermaine O'Neal,IND,7,2005
Smush Parker,DET,7,2005
Wesley Person,MIA,7,2005
Laron Profit,WAS,7,2005
John Salmons,PHI,7,2005
David Wesley,HOU,7,2005
Kobe Bryant,LAL,8,2005
Pat Garrity,ORL,8,2005
Darvin Ham,DET,8,2005
Jermaine Jackson,NYK,8,2005
Al Jefferson,BOS,8,2005
Anthony Johnson,IND,8,2005
Aaron McKie,PHI,8,2005
Rasho Nesterović,SAS,8,2005
Anthony Peeler,WAS,8,2005
Luke Ridnour,SEA,8,2005
Joe Smith,MIL,8,2005
Steve Smith,MIA,8,2005
Latrell Sprewell,MIN,8,2005
Antoine Walker,ATL,8,2005
Chucky Atkins,LAL,9,2005
Matt Barnes,SAC,9,2005
Rick Brunson,LAC,9,2005
Luol Deng,CHI,9,2005
Andre Iguodala,PHI,9,2005
George Lynch,NOH,9,2005
Boštjan Nachbar,HOU,9,2005
Tony Parker,SAS,9,2005
Vitaly Potapenko,SEA,9,2005
Justin Reed,BOS,9,2005
Bryon Russell,DEN,9,2005
Pape Sow,TOR,9,2005
DeShawn Stevenson,ORL,9,2005
Kenny Thomas,SAC,9,2005
Darrell Armstrong,NOH,10,2005
Leandro Barbosa,PHO,10,2005
Mike Bibby,SAC,10,2005
Keith Bogans,CHA,10,2005
Damone Brown,WAS,10,2005
Speedy Claxton,GSW,10,2005
Jeff Foster,IND,10,2005
Gordan Giriček,UTA,10,2005
Lindsey Hunter,DET,10,2005
Brandin Knight,HOU,10,2005
Tyronn Lue,HOU,10,2005
Boštjan Nachbar,NOH,10,2005
Milt Palacio,TOR,10,2005
Wesley Person,DEN,10,2005
Zoran Planinić,NJN,10,2005
Joel Przybilla,POR,10,2005
Wally Szczerbiak,MIN,10,2005
Rafer Alston,TOR,11,2005
Marcus Banks,BOS,11,2005
Andre Barrett,ORL,11,2005
Earl Boykins,DEN,11,2005
Žarko Čabarkapa,PHO,11,2005
Jamal Crawford,NYK,11,2005
Zydrunas Ilgauskas,CLE,11,2005
Ibo Kutluay,SEA,11,2005
Yao Ming,HOU,11,2005
Željko Rebrača,LAC,11,2005
Jamaal Tinsley,IND,11,2005
Jacque Vaughn,NJN,11,2005
Mike Wilks,SAS,11,2005
Cory Alexander,CHA,12,2005
Chris Andersen,NOH,12,2005
Kenny Anderson,ATL,12,2005
Andre Barrett,HOU,12,2005
Bruce Bowen,SAS,12,2005
Michael Curry,IND,12,2005
Ricky Davis,BOS,12,2005
Vlade Divac,LAL,12,2005
Ronald Dupree,DET,12,2005
Luis Flores,DEN,12,2005
Kendall Gill,MIL,12,2005
Lucious Harris,CLE,12,2005
Kirk Hinrich,CHI,12,2005
Dwight Howard,ORL,12,2005
Nenad Krstić,NJN,12,2005
Kevin Ollie,PHI,12,2005
James Thomas,POR,12,2005
John Thomas,MIN,12,2005
Jake Tsakalidis,MEM,12,2005
Damien Wilkins,SEA,12,2005
Matt Carroll,CHA,13,2005
Kelvin Cato,ORL,13,2005
Doug Christie,SAC,13,2005
Boris Diaw,ATL,13,2005
David Harrison,IND,13,2005
Jerome James,SEA,13,2005
Mike James,MIL,13,2005
Nazr Mohammed,NYK,13,2005
Steve Nash,PHO,13,2005
Mehmet Okur,UTA,13,2005
Malik Rose,NYK,13,2005
Quinton Ross,LAC,13,2005
Delonte West,BOS,13,2005
Predrag Drobnjak,ATL,14,2005
Andre Emmett,MEM,14,2005
Richie Frahm,POR,14,2005
Shaun Livingston,LAC,14,2005
Stanislav Medvedenko,LAL,14,2005
Jameer Nelson,ORL,14,2005
Ira Newble,CLE,14,2005
Bruno Šundov,NYK,14,2005
Beno Udrih,SAS,14,2005
Corliss Williamson,PHI,14,2005
Carmelo Anthony,DEN,15,2005
Andris Biedriņš,GSW,15,2005
Tony Bobbitt,LAL,15,2005
Vince Carter,TOR,15,2005
Erik Daniels,SAC,15,2005
Matt Harpring,UTA,15,2005
Maciej Lampe,NOH,15,2005
Darrick Martin,LAC,15,2005
Jannero Pargo,CHI,15,2005
Daniel Santiago,MIL,15,2005
Donta Smith,ATL,15,2005
Hedo Türkoğlu,ORL,15,2005
Wang Zhizhi,MIA,15,2005
Matt Bonner,TOR,16,2005
Pau Gasol,MEM,16,2005
Troy Hudson,MIN,16,2005
Peja Stojaković,SAC,16,2005
Brent Barry,SAS,17,2005
Paul Shirley,PHO,17,2005
Anderson Varejão,CLE,17,2005
Charlie Ward,HOU,17,2005
Eric Williams,TOR,17,2005
Sasha Vujačić,LAL,18,2005
Raja Bell,UTA,19,2005
Sam Cassell,MIN,19,2005
Damon Jones,MIA,19,2005
Nick Van,POR,19,2005
Jon Barry,HOU,20,2005
Carlos Delfino,DET,20,2005
Alex Garcia,NOH,20,2005
Manu Ginóbili,SAS,20,2005
Allan Houston,NYK,20,2005
Larry Hughes,WAS,20,2005
Marko Jarić,LAC,20,2005
Fred Jones,IND,20,2005
Jumaine Jones,LAL,20,2005
Gary Payton,BOS,20,2005
Eric Snow,CLE,20,2005
Erick Strickland,MIL,20,2005
Billy Thomas,NJN,20,2005
Nikoloz Tskitishvili,GSW,20,2005
Trevor Ariza,NYK,21,2005
Dan Dickau,DAL,21,2005
Chris Duhon,CHI,21,2005
Tim Duncan,SAS,21,2005
Marcus Fizer,MIL,21,2005
Danny Fortson,SEA,21,2005
Kevin Garnett,MIN,21,2005
Jim Jackson,PHO,21,2005
Jamaal Magloire,NOH,21,2005
Lamond Murray,TOR,21,2005
Eduardo Nájera,GSW,21,2005
Ruben Patterson,POR,21,2005
Bernard Robinson,CHA,21,2005
Kareem Rush,LAL,21,2005
Brian Scalabrine,NJN,21,2005
Bobby Simmons,LAC,21,2005
Curtis Borchardt,UTA,22,2005
Brevin Knight,CHA,22,2005
Ronald Murray,SEA,22,2005
Kirk Penney,LAC,22,2005
Tayshaun Prince,DET,22,2005
Michael Redd,MIL,22,2005
Nikoloz Tskitishvili,DEN,22,2005
Devin Brown,SAS,23,2005
Marcus Camby,DEN,23,2005
Josh Davis,PHI,23,2005
Trenton Hassell,MIN,23,2005
Casey Jacobsen,PHO,23,2005
LeBron James,CLE,23,2005
Kevin Martin,SAC,23,2005
Darius Miles,POR,23,2005
Jason Richardson,GSW,23,2005
J.R. Smith,NOH,23,2005
Jonathan Bender,IND,24,2005
Mateen Cleaves,SEA,24,2005
Othella Harrington,CHI,24,2005
Jarvis Hayes,WAS,24,2005
Bobby Jackson,SAC,24,2005
Richard Jefferson,NJN,24,2005
Jason Kapono,CHA,24,2005
Raül López,UTA,24,2005
Desmond Mason,MIL,24,2005
Antonio McDyess,DET,24,2005
Andre Miller,DEN,24,2005
Morris Peterson,TOR,24,2005
Pavel Podkolzin,DAL,24,2005
Qyntel Woods,MIA,24,2005
Erick Dampier,DAL,25,2005
Marc Jackson,PHI,25,2005
Keith McLeod,UTA,25,2005
Moochie Norris,NYK,25,2005
Travis Outlaw,POR,25,2005
Darius Songaila,SAC,25,2005
Earl Watson,MEM,25,2005
Mo Williams,MIL,25,2005
Kyle Korver,PHI,26,2005
Awvee Storey,NJN,26,2005
Zaza Pachulia,MIL,27,2005
Kaniel Dickens,NJN,28,2005
Didier Ilunga-Mbenga,DAL,28,2005
,,29,2005
Carlos Arroyo,UTA,30,2005
Mark Blount,BOS,30,2005
Reggie Evans,SEA,30,2005
Dahntay Jones,MEM,30,2005
Kerry Kittles,LAC,30,2005
Maciej Lampe,PHO,30,2005
Clifford Robinson,NJN,30,2005
Clarence Weatherspoon,HOU,30,2005
David West,NOH,30,2005
Frank Williams,CHI,30,2005
Shane Battier,MEM,31,2005
Michael Bradley,PHI,31,2005
Jarron Collins,UTA,31,2005
Adonal Foyle,GSW,31,2005
Zendon Hamilton,MIL,31,2005
Nenê Hilário,DEN,31,2005
Shawn Marion,PHO,31,2005
Chris Mihm,LAL,31,2005
Darko Miličić,DET,31,2005
Reggie Miller,IND,31,2005
Malik Rose,SAS,31,2005
Jamal Sampson,CHA,31,2005
Rod Strickland,HOU,31,2005
Robert Swift,SEA,31,2005
Sebastian Telfair,POR,31,2005
Jason Terry,DAL,31,2005
Jerome Williams,NYK,31,2005
Torraye Braggs,HOU,32,2005
Dale Davis,IND,32,2005
Richard Hamilton,DET,32,2005
Fred Hoiberg,MIN,32,2005
Casey Jacobsen,NOH,32,2005
Britton Johnsen,IND,32,2005
Shaquille O'Neal,MIA,32,2005
Tamar Slay,CHA,32,2005
Amar'e Stoudemire,PHO,32,2005
Robert Traylor,CLE,32,2005
Shareef Abdur-Rahim,POR,33,2005
Michael Bradley,SAC,33,2005
Antonio Daniels,SEA,33,2005
Willie Green,PHI,33,2005
Brendan Haywood,WAS,33,2005
Grant Hill,ORL,33,2005
Luke Jackson,CLE,33,2005
James Jones,IND,33,2005
Mike Miller,MEM,33,2005
Mikki Moore,LAC,33,2005
Alonzo Mourning,NJN,33,2005
Lee Nailon,NOH,33,2005
Ray Allen,SEA,34,2005
Antonio Davis,CHI,34,2005
Mike Dunleavy,GSW,34,2005
Corsley Edwards,NOH,34,2005
Reece Gaines,MIL,34,2005
Devin Harris,DAL,34,2005
Brandon Hunter,ORL,34,2005
Tony Massenburg,SAS,34,2005
Jelani McCoy,ATL,34,2005
Mamadou N'Diaye,LAC,34,2005
Michael Olowokandi,MIN,34,2005
Paul Pierce,BOS,34,2005
Peter John,WAS,34,2005
Aaron Williams,TOR,34,2005
Corliss Williamson,SAC,34,2005
Malik Allen,MIA,35,2005
Brian Cardinal,MEM,35,2005
Jason Collins,NJN,35,2005
Matt Freije,NOH,35,2005
Chris Kaman,LAC,35,2005
Mark Madsen,MIN,35,2005
Scott Padgett,HOU,35,2005
Jared Reiner,CHI,35,2005
Royal Ivey,ATL,36,2005
Etan Thomas,WAS,36,2005
Rasheed Wallace,DET,36,2005
,,37,2005
Viktor Khryapa,POR,38,2005
,,39,2005
Ryan Bowen,HOU,40,2005
Calbert Cheaney,GSW,40,2005
Jason Collier,ATL,40,2005
Udonis Haslem,MIA,40,2005
Ryan Humphrey,MEM,40,2005
Ervin Johnson,MIN,40,2005
Kurt Thomas,NYK,40,2005
Elden Campbell,NJN,41,2005
Eddie Griffin,MIN,41,2005
Mario Kasun,ORL,41,2005
Dirk Nowitzki,DAL,41,2005
Mark Pope,DEN,41,2005
James Posey,MEM,41,2005
Tony Allen,BOS,42,2005
Vin Baker,NYK,42,2005
Elton Brand,LAC,42,2005
P.J. Brown,NOH,42,2005
Donyell Marshall,TOR,42,2005
Theo Ratliff,POR,42,2005
Jerry Stackhouse,DAL,42,2005
Kevin Willis,ATL,42,2005
Lorenzen Wright,MEM,42,2005
Brian Cook,LAL,43,2005
Kris Humphries,UTA,43,2005
Linton Johnson,SAS,43,2005
Kendrick Perkins,BOS,43,2005
Jake Voskuhl,PHO,43,2005
Shawn Bradley,DAL,44,2005
Derrick Coleman,DET,44,2005
Austin Croshere,IND,44,2005
Ndudi Ebi,MIN,44,2005
Adrian Griffin,CHI,44,2005
Ben Handlogten,UTA,44,2005
Donnell Harvey,NJN,44,2005
Christian Laettner,MIA,44,2005
Michael Stewart,ATL,44,2005
Keith Van,MIL,44,2005
Jiří Welsch,CLE,44,2005
Jackie Butler,NYK,45,2005
Rasual Butler,MIA,45,2005
Steven Hunter,PHO,45,2005
Raef LaFrentz,BOS,45,2005
Bo Outlaw,PHO,46,2005
Andrei Kirilenko,UTA,47,2005
Scott Williams,CLE,47,2005
,,48,2005
Shandon Anderson,NYK,49,2005
Dan Gadzuric,MIL,50,2005
Alan Henderson,DAL,50,2005
Eddie House,SAC,50,2005
Corey Maggette,LAC,50,2005
Emeka Okafor,CHA,50,2005
Zach Randolph,POR,50,2005
Mike Sweetney,NYK,50,2005
Michael Doleac,MIA,51,2005
Lawrence Funderburke,CHI,51,2005
Aleksandar Radojević,UTA,51,2005
Michael Ruffin,WAS,51,2005
Calvin Booth,MIL,52,2005
DeSagana Diop,CLE,52,2005
Brad Miller,SAC,52,2005
Eric Piatkowski,CHI,52,2005
Samaki Walker,WAS,52,2005
,,53,2005
John Edwards,IND,54,2005
Obinna Ekezie,ATL,54,2005
Rodney Rogers,PHI,54,2005
Brian Skinner,SAC,54,2005
Chris Wilcox,LAC,54,2005
Rafael Araújo,TOR,55,2005
Andrew DeClercq,ORL,55,2005
Brian Grant,LAL,55,2005
Dikembe Mutombo,HOU,55,2005
Jabari Smith,NJN,55,2005
Jahidi White,CHA,55,2005
Francisco Elson,DEN,56,2005
,,57,2005
,,58,2005
,,59,2005
,,60,2005
,,61,2005
Scot Pollard,IND,62,2005
,,63,2005
,,64,2005
,,65,2005
,,66,2005
,,67,2005
,,68,2005
,,69,2005
,,70,2005
,,71,2005
,,72,2005
,,73,2005
,,74,2005
,,75,2005
,,76,2005
Vladimir Radmanović,SEA,77,2005
,,78,2005
,,79,2005
,,80,2005
,,81,2005
,,82,2005
,,83,2005
,,84,2005
,,85,2005
